country,search_keyword,title,company,location,salary_min,salary_max,contract_type,created,description,url,skill_python,skill_sql,skill_power_bi,skill_excel,skill_tableau,skill_spark,skill_airflow,skill_snowflake,skill_aws,skill_azure,skill_r,skill_sas
fr,business intelligence,Business Intelligence Engineer Intern — Ops Excellence,Bigblue,"Paris, Ile-de-France",,,,2026-05-07 22:44:56+00:00," about bigblue e-commerce is booming — but independent brands still struggle to match the seamless logistics of giants like amazon. at bigblue, we're on a mission to change that. we help brands by democratizing best-in-class operations: scaling faster while delivering a five-star customer experience. since 2018, we've built a tech-driven logistics platform powering 500 brands — from fast-growing dtc players to global names like muji, aigle, and cabaïa. with 110 employees across paris, madrid, a…",https://www.adzuna.fr/details/5722090154?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Assistant Business Intelligence-Alternance H/F,Ferrero France Commerciale,"Bihorel, Rouen",492.0,1823.0,,2026-02-14 07:40:18+00:00,"chez ferrero, nous croyons en l'importance de chaque talent. en rejoignant notre équipe, tu feras partie d'une entreprise mondiale et innovante, incarnée par des marques emblématiques telles que nutella®, kinder®, et ferrero rocher®. en tant qu'alternant, tu contribueras directement à notre succès en travaillant sur des projets concrets et en développant tes compétences dans un environnement où l'excellence est valorisée. tu intégreras un groupe présent dans 55 pays, reconnu pour son impact mon…",https://www.adzuna.fr/details/5629232627?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Chef de projet Business Intelligence H/F,Action Logement,"Aisne, Hauts-De-France",,,,2026-03-19 21:21:11+00:00,"informations générales référence 2026-17162 fonction systèmes d'informations type de contrat contrat à durée indéterminée description de la mission rejoignez la dynamique des équipes de clésence et devenez acteur de la modernisation de l'habitat social de demain. c'est parce que vous êtes unique et engagé(e) que nous sommes faits pour partager ensemble l'aventure clesence. rattaché(e) à la dunsi, le chef de projet bi h/f contribue directement à la valorisation des données de l'entreprise et au …",https://www.adzuna.fr/details/5672283818?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Consultant(e) confirmé(e) Business Intelligence,Business et Decision,"Loire-Atlantique, Pays de la Loire",,,contract,2025-02-24 18:31:53+00:00,"description de l'entreprise business & decision est un groupe international des services du numérique , spécialisé, depuis sa création, dans l’exploitation et l’analyse de données. business & decision conseille et déploie les solutions et les services les plus innovants pour accompagner les directions métier à relever les défis majeurs de création de valeur de leurs organisations. data intelligence, big data, data gouvernance, véritables socles de l’intelligence artificielle et de l’expérience …",https://www.adzuna.fr/details/5062297646?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Expert - Business Intelligence - Banque & Finance - Nantes,Sopra Steria,"Loire-Atlantique, Pays de la Loire",,,contract,2022-09-02 05:31:48+00:00,"sopra steria, l'un des leaders européens du conseil, des services numériques et de l'édition de logiciels, aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. il apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative. sopra steria place l'humain au centre de son action e…",https://www.adzuna.fr/details/3452551544?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance Développeur Business Intelligence H/F,Swiss Life,"Paris, Ile-de-France",,,,2024-09-14 13:45:29+00:00,"about swiss life asset managers france swiss life asset managers france is the asset management entity of swiss life asset managers in france. the company has 280 employees and eur 56.7 billion in assets under management (1). swiss life asset managers france draws on experienced teams, savoir-faire, long-term commitment to sustainable investment and proven expertise to offer a comprehensive range of investment and savings solutions in securities, real estate and infrastructure for the swiss lif…",https://www.adzuna.fr/details/4863790112?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Superviseur Business Intelligence & IA F/H,RYDGE CONSEIL,"Paris, Ile-de-France",,,permanent,2026-06-18 11:56:12+00:00,"rattaché à notre branche conseil, vous ferez partie d’une équipe de consultants data dont la vocation est d’accompagner les organisations (tpe/pme/eti) sur leurs enjeux de transformation : reporting & data intelligence (power bi / microsoft fabric), automatisation des processus métiers (power automate, agents ia) et mise en œuvre de solutions d’intelligence artificielle appliquée (llm, machine learning). ce challenge vous permettra de développer des compétences à fort impact (conseil, data et i…",https://www.adzuna.fr/details/5767919949?utm_medium=api&utm_source=6c368b7e,False,False,True,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternant(e) en Business Intelligence - Propriété Intellectuelle,ARaymond,"Isère, Auvergne-Rhône-Alpes",,,,2026-05-13 22:35:40+00:00,"description missions au sein de l’équipe propriété intellectuelle (pi), vous participerez au développement et à l’optimisation des outils de pilotage permettant de valoriser le portefeuille de brevets du groupe. vous rejoindrez une équipe dynamique, engagée dans la digitalisation et l’amélioration continue de ses processus en pi. vos missions principales 1. optimisation et suivi du tableau de bord power bi du portefeuille brevets araymond. vous aurez pour rôle clé de : identifier et développer …",https://www.adzuna.fr/details/5728268104?utm_medium=api&utm_source=6c368b7e,False,False,True,False,True,False,False,False,False,False,False,False
fr,business intelligence,Consultant Business Intelligence MS BI - H/F,AZEO,"Paris, Ile-de-France",,,,2024-07-30 23:53:19+00:00,"acteur de référence en france, azeo est une société créée par des anciens microsoftees, cultivant le talent de ses consultants et l’approche pluridisciplinaire. chez azeo, l’expertise rime avec passion, innovation et évolution. aujourd’hui, nous sommes fiers d’être le 3eme partenaire de l’éditeur microsoft en france. azeo fait également partie du palmarès des entreprises où il fait bon travailler ! notre politique rh a notamment été reconnue par great place to work et happy candidates. très à l…",https://www.adzuna.fr/details/4801687373?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Stage - Assistant Marketing&Business Intelligence H/F,Hopscotch,"Ile-de-France, France",,,,2026-06-12 22:56:52+00:00,"informations générales référence 2026-603 métier evénement - assistant.e marketing & business intelligence secteur sport intitulé du poste stage - assistant marketing&business intelligence h/f contrat stage description de la mission qui sommes-nous ? hopscotch est un groupe de communication international créé en france, dirigé par ses fondateurs et ses managers, tous guidés par une vision d'entrepreneurs portée par la complémentarité des expertises. le credo d'hopscotch ? les « global pr » qui …",https://www.adzuna.fr/details/5761743929?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Power BI / Business Intelligence Manager H/F,AGL Groupe,France,,,,2026-02-08 21:27:14+00:00,"informations générales power bi / business intelligence manager h/f informations générales agl (africa global logistics) est l'opérateur logistique multimodal (portuaire, logistique, maritime et ferroviaire) de référence en afrique. l'entreprise fait désormais partie du groupe msc, compagnie maritime et logistique de premier plan. grâce à son expertise développée depuis plus d'un siècle et à plus de 23 000 collaborateurs mobilisés dans 50 pays, agl fournit à ses clients africains et mondiaux de…",https://www.adzuna.fr/details/5620793989?utm_medium=api&utm_source=6c368b7e,False,False,True,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance - Consultant Business Intelligence Junior H/F,MBway Lille,"Roubaix, Lille",22032.0,22032.0,,2026-05-22 03:33:04+00:00,"mbway, école de management , recherche pour son entreprise partenaire un consultant business intelligence junior h/f, en contrat d’alternance. ne choisissez plus entre école et expérience. vous souhaitez vous orienter vers une formation alliant théorique et pratique ? dès septembre prochain, profitez des avantages d’un contrat en alternance pour vous former et acquérir un mba management gestion des entreprises ou mba finance et conseil au sein de l’établissement mbway lille. missions rattaché(e…",https://www.adzuna.fr/details/5737109759?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Consultant - Analyste Sécurité & Business Intelligence H/F,Randstad professional,"Bas-Rhin, Grand-Est",38000.0,38000.0,,2026-06-28 09:23:07+00:00,"nous recherchons pour le compte de notre client un consultant spécialisé en sécurité de l'information et en business intelligence, doté d'une première expérience significative, pour piloter le suivi de nos contrôles de sécurité et optimiser nos outils de pilotage. dans le cadre de cette mission, votre rôle sera de garantir le maintien et l'évolution de nos dispositifs de contrôle de sécurité. vos principales responsabilités seront les suivantes : création et évolution : modéliser, modifier et c…",https://www.adzuna.fr/details/5780014890?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,CONSULTANT / ANALYSTE SÉCURITÉ & BUSINESS INTELLIGENCE (H/F),Randstad professional,"Bas-Rhin, Grand-Est",38000.0,38000.0,contract,2026-06-28 00:28:25+00:00,"nous recherchons pour le compte de notre client un consultant spécialisé en sécurité de l'information et en business intelligence, doté d'une première expérience significative, pour piloter le suivi de nos contrôles de sécurité et optimiser nos outils de pilotage. dans le cadre de cette mission, votre rôle sera de garantir le maintien et l'évolution de nos dispositifs de contrôle de sécurité. vos principales responsabilités seront les suivantes : création et évolution : modéliser, modifier et c…",https://www.adzuna.fr/details/5779517192?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Stage – Data Analyst / Business Intelligence H/F,Covivio,"8ème Arrondissement, Paris",,,,2026-05-24 22:57:20+00:00,"description covivio est un opérateur immobilier européen de référence qui (re)dessine la ville de demain. société cotée au sbf 120, notre patrimoine de 23,7 md€ se compose de bureaux, d’hôtels et de logements. nous fédérons les expertises de plus de 1 000 collaborateurs en france, en allemagne et en italie. investisseur, développeur, gestionnaire et créateur de services : nous déployons une vision ambitieuse d’un immobilier performant, serviciel et durable, et plaçons l’expérience utilisateur a…",https://www.adzuna.fr/details/5740037252?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,"Business Intelligence - ND, Network Design Insights (Luxembourg)",Amazon,"Thionville, Thionville-Est",,,,2026-06-16 15:45:42+00:00,"come build the future as a business intelligence engineer at amazon, where you will be inspired working alongside best-in-class inventors and innovators! you will have the opportunity to create meaningful experiences that deliver on the ever-evolving needs of our customers, and your work will impact millions of people around the world. as a business intelligence engineer in the network design insights (ndi) team within eu step team, you will help drive data-driven decision-making across amazon'…",https://www.adzuna.fr/details/5765604787?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Assistant Business Intelligence-Alternance (H/F/X),Ferrero,"Rouen, Seine-Maritime",,,,2026-02-14 11:25:35+00:00,"chez ferrero, nous croyons en l'importance de chaque talent. en rejoignant notre équipe, tu feras partie d'une entreprise mondiale et innovante, incarnée par des marques emblématiques telles que nutella®, kinder®, et ferrero rocher®. en tant qu’alternant, tu contribueras directement à notre succès en travaillant sur des projets concrets et en développant tes compétences dans un environnement où l'excellence est valorisée. tu intégreras un groupe présent dans 55 pays, reconnu pour son impact mon…",https://www.adzuna.fr/details/5629432478?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Business Intelligence Assistant EAF (Europe Afrique France),Capijobnew,France,,,,2026-06-12 22:33:48+00:00,"entrepriseinventeur il y a 70 ans du concept de club de vacances, l?ambition du club med est de conserver sa place de pionner dans ce domaine et d?être reconnu comme le leader mondial des vacances tout compris, haut de gamme, conviviales et multiculturelles. présent dans 26 pays, il compte plus de 70 villages répartis sur cinq continents. terrain d'apprentissage reconnu à l?international et par de nombreuses écoles de haut niveau, le siège du club med offre l?opportunité de se révéler professio…",https://www.adzuna.fr/details/5761601970?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Responsable d’applications SI – Dataplatform & Business Intelligence (f/h),Cultura,France,,,,2026-05-18 23:25:02+00:00,"notre dsi accélère la structuration de sa data platform et de ses usages bi à l’échelle de l’entreprise. dans ce cadre, nous recherchons un lead bi capable de faire le lien entre les métiers, l’équipe data métier et l’équipe data platform de la dsi. vous rejoignez une équipe à taille humaine d’une dizaine de personnes, avec un fort niveau de proximité et de collaboration. vous travaillerez en binôme avec le lead data engineer, garant de la performance, de la maintenabilité et de la scalabilité …",https://www.adzuna.fr/details/5733456004?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Consultant Data & Business Intelligence AI F/H,PROXIMA IT,"Lyon, Rhône",32000.0,32000.0,contract,2026-06-26 11:35:16+00:00,"dans le cadre de notre développement, nous recrutons un alternant consultant data, bi & ia f/h pour intervenir sur des projets de valorisation de la donnée et d’intégration de solutions d’intelligence artificielle. encadré(e) par des consultants expérimentés, vous participerez à l’ensemble de la chaîne de traitement de la donnée, de son ingestion à sa restitution, ainsi qu’à des projets innovants autour de l’ia. vos missions seront de : participer au développement de flux de données (etl) contr…",https://www.adzuna.fr/details/5777513563?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Product Manager Business Intelligence [Luxe-Retail] H/F,Adone Conseil,"Paris, Ile-de-France",,,,2026-06-26 02:28:25+00:00,"description du poste la business intelligence et la gouvernance de la donnée sont aujourd'hui des leviers clés du pilotage des organisations luxe et retail. ce poste s'adresse à un product manager bi expérimenté. vos missions en tant que product manager business intelligence (h/f), vous accompagnez nos clients dans la mise en place du pilotage sur des sujets de business intelligence, data gouvernance et master data management. choisir et déployer des solutions informatiques analyser, formaliser…",https://www.adzuna.fr/details/5776994786?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,NWPB Data and Business Intelligence Lead (F/H),Nestle,"Issy-les-Moulineaux, Boulogne-Billancourt",,,,2026-06-24 06:48:55+00:00,"at a glance permanent contract - full time - senior leadership position nestlé waters & premium beverages based in issy-les-moulineaux, france global role with strong international exposure 10 years' experience in data, business intelligence or advanced analytics fluent english, written, read and spoken your mission, should you accept it: as global data & business intelligence lead, you play a key strategic role in accelerating data-driven decision-making across nestlé waters & premium beverage…",https://www.adzuna.fr/details/5774384370?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternant Data Analyst Finance & Business Intelligence F/H,Safran,France,,,,2026-06-28 06:52:48+00:00,"alternant data analyst finance & business intelligence f/h détail de l'offre informations générales entité de rattachement safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. implanté sur tous les continents, …",https://www.adzuna.fr/details/5779819936?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternant Chargé de projet Data / Business Intelligence F/H,Auvergne Habitat,"Puy-de-Dôme, Auvergne-Rhône-Alpes",,,,2026-06-09 23:26:49+00:00,"auvergne habitat auvergne habitat est une e ntreprise s ociale pour l' h abitat, filiale régionale du groupe action logement, basée à clermont ferrand. principal bailleur social d'auvergne, nous gérons 19 000 logements sur les territoires de l'allier, du puy de dôme et du nord haute loire principalement sur les secteurs urbains où se situent les attentes les plus fortes. néanmoins, nous maintenons un développement maitrisé en secteur rural en réponse à des besoins identifiés: vieillissement, lo…",https://www.adzuna.fr/details/5757697576?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Stagiaire Assistant(E) Business Intelligence (H/F) - Juillet 2026,Paris Saint-Germain Football,"Boulogne-Billancourt, Hauts-de-Seine",,,,2026-05-17 22:40:07+00:00,"rejoindre le paris saint-germain, c’est bien plus qu’intégrer un club sportif. c’est rejoindre une entreprise à mission, un acteur culturel et social, un collectif de plus de 750 collaborateurs engagés dans plus de 100 métiers, unis par une même ambition : repousser les limites, innover et faire rayonner le club, sur le terrain comme en coulisses. club pluriel et engagé, le psg regroupe plusieurs disciplines de haut niveau : football, handball, judo, et s’appuie sur un centre de formation intég…",https://www.adzuna.fr/details/5732595111?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance - Consultant Business Intelligence Junior - Bac4/5 H/F,MBway Lyon,"Lyon, Rhône",12000.0,12000.0,,2026-03-10 02:38:17+00:00,"poste mbway , école internationale de management du niveau post bac au bac5, recherche pour son entreprise partenaire un consultant business intelligence junior h/f , en contrat d’alternance, dans à lyon. ne choisissez plus entre école et expérience. vous souhaitez vous orienter vers une formation alliant théorique et pratique ? dès septembre prochain, profitez des avantages d’un contrat en alternance pour vous former et acquérir un mba management gestion des entreprises au sein de l’établissem…",https://www.adzuna.fr/details/5659830430?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,"Senior Business Intelligence Engineer, EU Stores CX Analytics & Automation",Amazon,"Clichy, Nanterre",,,,2026-05-21 06:32:34+00:00,"description this position can be based in either madrid or berlin. are you passionate about using data to create shopping experiences that feel genuinely personal? we're looking for a senior business intelligence engineer to lead the way we build and scale personalised recommendations for millions of customers across ten european marketplaces. in this role, you'll sit at an exciting intersection of business intelligence, data engineering, and data science. you'll build on top of amazon's world-…",https://www.adzuna.fr/details/5735971420?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Chargé ou chargée d'affaire intelligence artificielle H/F en apprentissage,Agence Nationale De La Recherche,France,,,,2026-05-29 22:51:47+00:00,informations générales référence 2026-444 date de début de diffusion 12/05/2026 categorie de l'offre standard intitulé du poste chargé ou chargée d'affaire intelligence artificielle h/f en apprentissage contrat apprentissage durée 1 à 2 ans description de la mission vous êtes à la recherche d'une opportunité pour développer vos compétences au sein d'une institution dédiée à la recherche et à l'innovation en france ? l'agence nationale de la recherche (anr) vous offre la possibilité de rejoindre…,https://www.adzuna.fr/details/5744812304?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,"Senior Business Intelligence Engineer, EU Stores CX Analytics & Automation",Amazon EU SARL  - D69,"Clichy, Nanterre",,,,2026-05-20 02:53:15+00:00,"this position can be based in either madrid or berlin. are you passionate about using data to create shopping experiences that feel genuinely personal? we're looking for a senior business intelligence engineer to lead the way we build and scale personalised recommendations for millions of customers across ten european marketplaces. in this role, you'll sit at an exciting intersection of business intelligence, data engineering, and data science. you'll build on top of amazon's world-class person…",https://www.adzuna.fr/details/5734591646?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,"Business Intelligence Engineer, EU Supply Chain Placement Analytics (Luxembourg)",Amazon,"Thionville, Thionville-Est",,,,2026-06-15 15:44:06+00:00,"have you ever ordered a product on amazon and wondered how it got delivered to you so fast? in the amazon eu supply chain team, we are passionate to drive innovation on behalf of our customers to improve product availability and speed while reducing costs and carbon emissions. this role will give you a unique view into amazon systems, processes and operations, allowing you to collaborate with planning, operations and technical teams. if you are an advocate to understand complexity in detail to …",https://www.adzuna.fr/details/5764336192?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,"Senior Business Intelligence Engineer, EU Stores CX Analytics & Automation",Amazon,France,,,,2026-05-20 22:59:28+00:00,"this position can be based in either madrid or berlin. are you passionate about using data to create shopping experiences that feel genuinely personal? we're looking for a senior business intelligence engineer to lead the way we build and scale personalised recommendations for millions of customers across ten european marketplaces. in this role, you'll sit at an exciting intersection of business intelligence, data engineering, and data science. you'll build on top of amazon's world-class person…",https://www.adzuna.fr/details/5735581037?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance Chargé de Data Visualisation / Business Intelligence (BI) - Achenheim (F/H),ISCOD,France,,,,2026-03-02 17:24:27+00:00,"description de l'offre d'emploi: l’iscod, spécialiste de la formation en digital learning, recherche pour son entreprise partenaire, fabricant de briques en terre cuite, un chargé de data visualisation / business intelligence (bi) en contrat d'apprentissage, pour préparer l’une de nos formations diplômantes reconnues par l'etat de niveau 5 à niveau 7 (bac2, bachelor/bac3 et mastère/bac5) optez pour l’alternance nouvelle génération avec l'iscod ! : profil: esprit analytique, rigueur, sens du ser…",https://www.adzuna.fr/details/5651454617?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance Chargé de Data Visualisation - Business Intelligence Bi - Achenheim H/F,ISCOD,"Mundolsheim, Strasbourg-Campagne",492.0,1823.0,,2026-03-03 08:22:46+00:00,"description : l'iscod, spécialiste de la formation en digital learning, recherche pour son entreprise partenaire, fabricant de briques en terre cuite, un chargé de data visualisation / business intelligence (bi) en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'etat de niveau 5 à niveau 7 (bac 2, bachelor/bac 3 et mastère/bac 5) optez pour l'alternance nouvelle génération avec l'iscod ! missions : dans le cadre du développement de notre activité data …",https://www.adzuna.fr/details/5652084280?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance - Chargé d'Appels d'Offres et Business Intellligence - H/F,Amundi,"Ile-de-France, France",,,,2026-05-31 02:22:01+00:00,"description de la direction ou du service d'accueil : le département business solutions (14 spécialistes) développe les offres d'epargne salariale et retraite destinées aux entreprises et pilote dans ce cadre les réponses aux appels d'offres et la veille concurrentielle et stratégique. rejoignez le leader du marché de l'épargne salariale et retraite, un marché en pleine croissance et soyez aux avant-postes de la conquête client. vous serez rattaché au responsable proposition de valeur (appels d…",https://www.adzuna.fr/details/5746018677?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance Data Analyst Business Intelligence & Stratégie Industrielle - Châtillon H/F,ISCOD,"Châtillon, Antony",492.0,1823.0,,2026-06-25 09:11:13+00:00,"optez pour l'alternance nouvelle génération avec l'iscod ! missions : analyse de données et gouvernance des indicateurs - collecter, structurer et fiabiliser les données issues des activités achats, sourcing, supply chain et stratégie industrielle. - centraliser les informations provenant de différentes sources afin d'assurer leur cohérence et leur exploitabilité. - garantir la qualité des données utilisées pour le pilotage des projets et la prise de décision stratégique. - participer à la défi…",https://www.adzuna.fr/details/5775926491?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance Data Analyst Business Intelligence & Stratégie Industrielle - Châtillon (F/H),ISCOD,"Châtillon, Antony",,,,2026-06-25 00:06:28+00:00,"description de l'offre d'emploi: l’iscod, spécialiste de la formation en digital learning, recherche pour son entreprise partenaire, intégrateur réseau et numérique, un(e) business intelligence, gouvernance achats et stratégie industrielle en contrat d'apprentissage, pour préparer l’une de nos formations diplômantes reconnues par l'etat de niveau 5 à niveau 7 (bac2, bachelor/bac3 ou mastère/bac5). optez pour l’alternance nouvelle génération avec l'iscod ! : profil: vous préparez une formation b…",https://www.adzuna.fr/details/5775435617?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance Data Analyst Business Intelligence & Stratégie Industrielle - Châtillon H/F,ISCOD,"Châtillon, Antony",,,contract,2026-06-25 10:04:52+00:00,"l'iscod, spécialiste de la formation en digital learning, recherche pour son entreprise partenaire, intégrateur réseau et numérique, un(e) business intelligence, gouvernance achats et stratégie industrielle en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'etat de niveau 5 à niveau 7 (bac2, bachelor/bac3 ou mastère/bac5). optez pour l'alternance nouvelle génération avec l'iscod ! les missions analyse de données et gouvernance des indicateurscollecter,…",https://www.adzuna.fr/details/5775965800?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Product Manager Business Intelligence (F/M/X) - Issy-les-Moulineaux (92),Saur Europe,"Issy-les-Moulineaux, Boulogne-Billancourt",,,,2026-06-12 22:40:55+00:00,"qui sommes-nous ? plongez chez saur ! saur, pure player de l’eau et des services essentiels, accompagne collectivités et industriels dans la gestion durable de la ressource. avec plus de 12 000 collaborateurs, 20 millions de consommateurs desservis et une présence dans plus de 20 pays , le groupe agit chaque jour pour un objectif commun :  redonner à l’eau la valeur qu’elle mérite. votre quotidien chez saur position dans l’organisation : saur it france, rattaché à notre directrice delivery & da…",https://www.adzuna.fr/details/5761645934?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance : Apprenti.e Bac4/5 Business Intelligence & CRM (H/F),Liebherr,"Haut-Rhin, Grand-Est",,,,2026-06-16 07:12:38+00:00,"le pôle business intelligence du service informatique est en charge du reporting ainsi que de la gestion et du développement de la crm pour l’ensemble de la division mining du groupe liebherr (sociétés basées en france, aux etats-unis, en australie, indonésie, …). l’environnement technique se compose des outils de la suite ms bi (sql server, ssis, ssas, ssrs, power bi). nous souhaitons renforcer notre équipe afin de répondre aux demandes croissantes de nos utilisateurs, notamment suite à la mis…",https://www.adzuna.fr/details/5765111595?utm_medium=api&utm_source=6c368b7e,False,True,True,False,False,False,False,False,False,False,False,False
fr,business intelligence,Stage : Stage - Finance et business intelligence (transformation de data) F/H,Groupe BPCE,"Paris, Ile-de-France",,,contract,2026-04-05 06:40:48+00:00,"description de l'entreprise alternance – 1 an - chargé de relations clients f/h avant de commencer, quelques mots sur notre entreprise : filiale du groupe bpce, 2e acteur bancaire français, cegc est spécialisée dans les cautions et garanties financières pour toutes sortes de clientèles, particuliers, professionnelles, entreprises et principalement dans le secteur de l’immobilier. notre mission ? proposer à nos clients des solutions pour réaliser leurs projets, développer et sécuriser leur activ…",https://www.adzuna.fr/details/5690417952?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,Alternance Data Analyst Business Intelligence & Stratégie Industrielle - Châtillon (F/H),ISCOD ALTERNANCE,"Châtillon, Antony",,,,2026-06-28 07:26:03+00:00,"analyse de données et gouvernance des indicateurscollecter, structurer et fiabiliser les données issues des activités achats, sourcing, supply chain et stratégie industrielle.centraliser les informations provenant de différentes sources afin d'assurer leur cohérence et leur exploitabilité.garantir la qualité des données utilisées pour le pilotage des projets et la prise de décision stratégique.participer à la définition et au suivi des indicateurs clés de performance liés aux fournisseurs, aux …",https://www.adzuna.fr/details/5779877806?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,STAGE - Assistant Chef de Projet Data et Business Intelligence (H/F),Hermes,"Pantin, Bobigny",,,permanent,2026-06-26 09:19:35+00:00,"rattaché à la nouvelle dsi-hms, le pôle data et intégration gère l'ensembles des activités liées à l'utilisation de la donnée chez hms. basé sur des principes de démocratisation, harmonisation et acculturation à la data, il s'inscrit dans un processus de modernisation de paysage de donnée hms. composé à date d'une équipe d'une quinzaine de personnes, le pôle data cherche à agrandir ses équipes en proposant un poste d'assistant chef de projet data & bi en stage. en tant qu'assistant chef de proj…",https://www.adzuna.fr/details/5777401621?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
fr,business intelligence,STAGE - Assistant Chef de Projet Data et Business Intelligence (H/F),Hermes,"Pantin, Bobigny",,,,2025-12-25 20:30:46+00:00,"description rattaché à la nouvelle dsi-hms, le pôle data et intégration gère l’ensembles des activités liées à l’utilisation de la donnée chez hms. basé sur des principes de démocratisation, harmonisation et acculturation à la data, il s’inscrit dans un processus de modernisation de paysage de donnée hms. composé à date d’une équipe d’une quinzaine de personnes, le pôle data cherche à agrandir ses équipes en proposant un poste d’assistant chef de projet data & bi en stage. en tant qu’assistant …",https://www.adzuna.fr/details/5555666396?utm_medium=api&utm_source=6c368b7e,False,False,False,False,False,False,False,False,False,False,False,False
